"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.489277136E0,-1.886858702E0,2.497371674E0,3.128185749E0,4.425228482E0
6.494305730E0,-2.117284775E0,2.800177574E0,2.315973282E0,4.205665406E0
6.499334324E0,-2.214383602E0,3.016128540E0,1.556842566E0,4.052688599E0
6.504391563E0,-2.155993462E0,3.178596497E0,9.728889465E-1,3.962107570E0
6.509421563E0,-1.938814163E0,3.263582230E0,6.622867584E-1,3.853387222E0
6.514451563E0,-1.505937099E0,3.208926201E0,5.379257202E-1,3.585305843E0
6.519460001E0,-1.010396242E0,2.962162971E0,4.323780537E-1,3.159471604E0
6.524488594E0,-4.797494411E-1,2.638455391E0,5.238111019E-1,2.732395368E0
6.529517188E0,-1.468448639E-1,2.309710503E0,8.428275585E-1,2.463064009E0
6.534545782E0,2.197701931E-1,2.009364128E0,1.272386074E0,2.388474295E0
6.539580313E0,6.069614887E-1,1.756337166E0,1.575821877E0,2.436459947E0
6.544609219E0,8.916721344E-1,1.425987244E0,1.780026913E0,2.448880280E0
6.549634688E0,1.051439047E0,1.056582451E0,1.949542046E0,2.454099577E0
6.554663230E0,1.072764397E0,7.340192795E-1,2.263114929E0,2.609846152E0
6.559695105E0,1.195101976E0,3.909549713E-1,2.807932138E0,3.076621104E0
6.564723959E0,1.585455656E0,-8.268928528E-2,3.220239162E0,3.590326924E0
6.569754324E0,2.186161041E0,-6.863360405E-1,3.092470884E0,3.848861316E0
6.574783334E0,2.916694641E0,-1.447707176E0,2.711132765E0,4.237122203E0
6.579812344E0,4.869129181E0,-1.035955906E0,1.750268698E0,5.276842250E0
6.584841355E0,9.751844406E-2,1.000372601E1,2.363887548E0,1.027968911E1
6.589871407E0,-3.597902775E0,1.271343136E1,5.291141510E0,1.423279381E1
6.594900469E0,-5.199449539E0,1.355910778E1,1.718227148E0,1.462313181E1
6.599929532E0,-6.202627659E0,1.439929104E1,-7.938629389E-1,1.569848371E1
6.604981980E0,-9.379689217E0,8.735283852E0,-3.677706718E-1,1.282259759E1
6.610012605E0,-1.265378857E1,4.283756256E0,-2.856822014E-1,1.336228076E1
6.615043230E0,-1.266709614E1,8.146667480E-1,-2.456257343E-1,1.269564250E1
6.620064480E0,-1.038638496E1,4.874515533E-1,-1.867771983E0,1.056424033E1
6.625094480E0,-6.632161140E0,1.877116203E0,-2.243288040E0,7.248549363E0
6.630124480E0,-3.383407593E0,2.321731567E0,-1.503670454E0,4.370229885E0
6.635182396E0,-1.532077074E0,1.681097984E0,-1.052345872E0,2.506148924E0
6.640214376E0,-7.937731743E-1,7.225933075E-1,-5.103347301E-1,1.188553102E0
6.645246355E0,-1.451965809E0,8.905048370E-1,2.748594284E-1,1.725326427E0
6.650248490E0,-9.759333134E-1,1.091482162E0,7.230448723E-1,1.632964491E0
6.655278438E0,-1.331694126E-1,8.466205597E-1,1.193944454E0,1.469695147E0
6.660294844E0,9.457862377E-1,4.299345016E-1,1.359287739E0,1.710853132E0
6.665323490E0,1.670606256E0,1.245355606E-1,1.258447647E0,2.095262477E0
6.670349844E0,1.939467907E0,4.570198059E-2,1.308549166E0,2.340069519E0
6.675378230E0,2.486500740E0,-2.323637009E-1,1.773346901E0,3.062913327E0
6.680406615E0,2.698039055E0,-5.954246521E-1,3.308133125E0,4.310184455E0
6.685435001E0,1.598869324E0,-2.174940109E-1,3.361653805E0,3.728860826E0
6.690467813E0,1.006939411E-1,1.494255066E-1,3.018478155E0,3.023851455E0
6.695496407E0,-1.357233763E0,1.372089386E-1,2.550341606E0,2.892257265E0
6.700525001E0,-2.407930851E0,5.198574066E-2,1.947990656E0,3.097660584E0
6.705573751E0,-3.205737114E0,9.422206879E-2,1.322072506E0,3.468934123E0
6.710603699E0,-3.683791876E0,1.299934387E-1,5.379674435E-1,3.725134877E0
6.715633646E0,-3.845046043E0,2.793140411E-1,-2.652752399E-1,3.864293773E0
6.720651563E0,-3.767209053E0,3.277311325E-1,-9.483840466E-1,3.898551532E0
6.725680730E0,-3.526152372E0,2.859144211E-1,-1.461367130E0,3.827674424E0
6.730709896E0,-3.196877003E0,1.263036728E-1,-1.844244957E0,3.692859955E0
6.735734063E0,-2.873018742E0,-4.499721527E-2,-2.087584019E0,3.551657145E0
6.740762865E0,-2.566965818E0,-2.130556107E-1,-2.329672098E0,3.473050286E0
6.745791667E0,-2.301143408E0,-4.350271225E-1,-2.473636866E0,3.406374748E0
6.750856355E0,-2.151362896E0,-6.724452972E-1,-2.514135838E0,3.376599472E0
6.755887605E0,-2.126375198E0,-8.249535561E-1,-2.459316254E0,3.354140171E0
6.760913126E0,-2.192974091E0,-8.499999046E-1,-2.288935661E0,3.281899094E0
6.765943803E0,-2.203821182E0,-8.726868629E-1,-1.939700365E0,3.062816950E0
6.770974480E0,-2.107246161E0,-8.648657799E-1,-1.496642470E0,2.725512407E0
6.776005157E0,-1.765173674E0,-8.939776421E-1,-1.063732624E0,2.246455256E0
6.780999271E0,-1.449838638E0,-1.051316738E0,-8.393673897E-1,1.977836337E0
6.786028074E0,-1.098546743E0,-1.303204536E0,-8.561489582E-1,1.907390377E0
6.791056876E0,-1.006290674E0,-1.434376717E0,-7.628953457E-1,1.911038146E0
6.796083646E0,-1.018862963E0,-1.536186218E0,-5.772705078E-1,1.931629124E0
6.801112292E0,-1.025612593E0,-1.551717758E0,-2.597131729E-1,1.878073514E0
6.806140938E0,-9.500265121E-1,-1.572571754E0,-9.122800827E-2,1.839525712E0
6.811179167E0,-8.114061356E-1,-1.670906067E0,-5.659914017E-2,1.858362307E0
6.816208438E0,-6.906759739E-1,-1.741638184E0,-1.216275692E-1,1.877532990E0
6.821237032E0,-6.255898476E-1,-1.808872223E0,-2.331964970E-1,1.928149886E0
6.826266251E0,-5.442125797E-1,-1.939754486E0,-2.906243801E-1,2.035504195E0
6.831295469E0,-4.126629829E-1,-1.990709305E0,-3.275268078E-1,2.059244542E0
6.836338855E0,-2.975826263E-1,-2.047967911E0,-3.677549362E-1,2.101897161E0
6.841369011E0,-1.312649250E-1,-2.068528175E0,-5.113933086E-1,2.134844821E0
6.846399167E0,2.462220192E-2,-2.109719276E0,-8.397047520E-1,2.270820501E0
6.851448021E0,3.230142593E-2,-2.080420494E0,-1.022585869E0,2.318377595E0
6.856479428E0,-1.173048019E-1,-1.937726974E0,-9.165885448E-1,2.146783828E0
6.861510834E0,-2.717392445E-1,-1.806449890E0,-5.745570660E-1,1.914998497E0
6.866542240E0,-3.602812290E-1,-1.639181137E0,-3.504297733E-1,1.714502374E0
6.871530209E0,-3.647308350E-1,-1.498350143E0,-2.297697067E-1,1.559126631E0
6.876559428E0,-2.668671608E-1,-1.470046043E0,-2.558591366E-1,1.515822334E0
6.881588646E0,-1.343858242E-1,-1.482091904E0,-4.246993065E-1,1.547586980E0
6.886645782E0,-5.814051628E-2,-1.567543983E0,-6.889650822E-1,1.713256357E0
6.891676876E0,-9.534740448E-2,-1.615753174E0,-8.105030060E-1,1.810155952E0
6.896707969E0,-7.355213165E-2,-1.688722610E0,-7.802076340E-1,1.861697592E0
6.901743959E0,-5.051183701E-2,-1.666927338E0,-5.073311329E-1,1.743153198E0
6.906775365E0,3.086972237E-2,-1.617480278E0,-1.165044308E-1,1.621964448E0
6.911806771E0,3.086416721E-1,-1.612210274E0,8.114314079E-2,1.643491971E0
6.916838178E0,6.433662176E-1,-1.627139091E0,7.126450539E-2,1.751165424E0
6.921829271E0,9.872288704E-1,-1.728684425E0,-8.955049515E-2,1.992734296E0
6.926858699E0,1.216559887E0,-1.840120316E0,-3.098852634E-1,2.227574827E0
6.931906146E0,3.514778614E-1,-2.094878197E0,-4.374051094E-1,2.168726487E0
6.936937396E0,4.674925804E-1,-2.402240753E0,-3.575997353E-1,2.473294871E0
6.941968646E0,2.145440578E0,-2.179337502E0,-7.204380035E-1,3.141887671E0
6.947008959E0,2.555524588E0,-1.960989952E0,-9.669816494E-1,3.363218848E0
6.952040834E0,3.240925789E0,-1.760653496E0,-1.098380089E0,3.848368423E0
6.957072709E0,3.800960064E0,-1.750144958E0,-1.219730616E0,4.358674977E0
6.962070626E0,4.370506287E0,-1.919447899E0,-1.244804859E0,4.933066447E0
6.967100261E0,4.582350731E0,-2.168136597E0,-9.567949772E-1,5.158896311E0
6.972121563E0,4.350797176E0,-2.290822029E0,-2.878410816E-1,4.925459788E0
6.977150313E0,4.034109116E0,-2.355688095E0,5.635263920E-1,4.705408033E0
6.982179063E0,3.999338388E0,-2.373133659E0,1.340629101E0,4.839809634E0
6.987210626E0,4.140278816E0,-2.310021400E0,1.867757559E0,5.095745858E0
6.992239584E0,4.404034615E0,-2.237877846E0,2.044765234E0,5.346464533E0
6.997268542E0,4.585351467E0,-2.165563583E0,1.967119932E0,5.439179583E0
7.002297501E0,4.699200153E0,-2.211685181E0,1.662352324E0,5.453205357E0
7.007328907E0,4.903436184E0,-2.260405540E0,1.185924530E0,5.528068072E0
7.012357969E0,5.149929523E0,-2.373085976E0,6.743271351E-1,5.710343968E0
7.017387501E0,5.309715271E0,-2.458005905E0,1.876151562E-1,5.854064292E0
7.022416615E0,5.306461811E0,-2.509868622E0,-1.947735548E-1,5.873322245E0
7.027448074E0,5.264406204E0,-2.514097214E0,-3.502049446E-1,5.844424778E0
7.032477396E0,5.211953163E0,-2.446749687E0,-3.852990866E-1,5.770571479E0
7.037506719E0,5.153909683E0,-2.317399025E0,-3.677426577E-1,5.662893070E0
7.042536042E0,5.118980885E0,-2.231391907E0,-2.448351383E-1,5.589545543E0
7.047563646E0,5.159943581E0,-2.226981163E0,-1.258888245E-1,5.621415378E0
7.052592917E0,5.167186260E0,-2.275340080E0,-7.152855396E-2,5.646423883E0
7.057622188E0,6.228661537E-2,5.352118492E0,-6.062431335E-1,5.386704253E0
7.062651459E0,-7.107068634E1,9.937532043E1,-6.594948769E0,1.223519110E2
7.067682761E0,1.978347397E1,-3.265048599E1,1.966020823E0,3.822702337E1
7.072712084E0,4.189828396E0,-2.708484650E1,-2.663810253E0,2.753614818E1
7.077749376E0,-2.547311306E0,-6.036758423E0,8.223187923E-1,6.603594123E0
7.082779480E0,-2.206315231E1,2.591935539E1,3.447316647E0,3.421227362E1
7.087801876E0,-3.138677835E0,-5.680233955E0,9.880235195E-1,6.564491360E0
7.092831199E0,-2.485864401E0,-7.185671329E0,-2.496246576E0,8.002789591E0
7.097859376E0,-2.867590904E0,4.492275238E0,-1.274152040E0,5.479696874E0
7.102888594E0,1.557691336E0,2.026454926E0,1.878287792E-1,2.562850271E0
7.107917813E0,3.506871939E0,-1.769249916E0,6.928646564E-2,3.928510745E0
7.112957032E0,4.828338146E0,-1.415395260E0,-1.338003993E0,5.206385280E0
7.117986876E0,4.230874538E0,8.144283295E-2,-1.428922176E0,4.466402454E0
7.123014271E0,4.118743896E0,-1.111240387E-1,-4.483295083E-1,4.144562605E0
7.128043855E0,4.088801384E0,-5.569458008E-1,1.935013533E-1,4.131092853E0
7.133070678E0,4.017556190E0,-8.394889832E-1,2.963912487E-2,4.104433941E0
7.138100001E0,4.197570801E0,-1.666558266E0,-1.012802124E-1,4.517441174E0
7.143129324E0,3.998554945E0,-2.329061508E0,-4.650914669E-2,4.627648675E0
7.148156407E0,3.517122507E0,-2.587747574E0,-1.363157034E-1,4.368657712E0
7.153185574E0,2.422876596E0,-2.079880714E0,-2.311234474E-1,3.201507900E0
7.158214740E0,8.381128311E-1,-1.046541691E0,1.864123344E-2,1.340906456E0
7.163248386E0,-1.844625473E-1,-4.371604919E-1,8.422789574E-1,9.667313841E-1
7.168277865E0,-9.135591984E-1,3.827857971E-1,1.072335482E0,1.459800932E0
7.173307344E0,-1.540522575E0,1.301189423E0,9.431178570E-1,2.226157005E0
7.178340990E0,-1.964321613E0,2.168024063E0,8.217935562E-1,3.038787980E0
7.183370730E0,-2.447273016E0,2.866962433E0,5.298608541E-1,3.806490684E0
7.188400469E0,-2.743777275E0,3.210318565E0,-1.983451843E-2,4.223133012E0
7.193430209E0,-2.802778721E0,3.197957039E0,-6.029025316E-1,4.294879421E0
7.198464688E0,-2.681147575E0,2.845048904E0,-9.801553488E-1,4.030330023E0
7.203494636E0,-2.352956772E0,2.339437485E0,-1.078986645E0,3.489066565E0
7.208524584E0,-1.901388407E0,1.730489731E0,-9.511463642E-1,2.741268317E0
7.213552032E0,-1.208346128E0,1.043660164E0,-6.241327524E-1,1.714312864E0
7.218581824E0,-4.048542976E-1,3.759622574E-1,-1.925971508E-1,5.851053613E-1
7.223611615E0,1.916615963E-1,-1.852798462E-1,2.374219894E-2,2.676312405E-1
7.228666511E0,5.263361931E-1,-4.957323074E-1,6.348681450E-2,7.258173905E-1
7.233697969E0,5.393612385E-1,-5.885596275E-1,2.194547653E-1,8.279331946E-1
7.238729428E0,4.035434723E-1,-4.589681625E-1,3.901629448E-1,7.250698116E-1
7.243750365E0,3.483731747E-1,-3.033180237E-1,3.933174610E-1,6.066830453E-1
7.248781146E0,3.444364071E-1,-1.454219818E-1,2.324645519E-1,4.402541984E-1
7.253811928E0,3.910646439E-1,-6.648349762E-2,-4.072809219E-2,3.987610671E-1
7.258830678E0,4.352390766E-1,5.322933197E-2,-3.071150780E-1,5.353373579E-1
7.263860626E0,4.624383450E-1,1.899433136E-1,-5.242505074E-1,7.244075370E-1
7.268890574E0,4.244894981E-1,4.199695587E-1,-5.770499706E-1,8.303929388E-1
7.273923959E0,3.833215237E-1,6.761140823E-1,-6.233015060E-1,9.962782795E-1
7.278954167E0,2.527043819E-1,9.007520676E-1,-4.853980541E-1,1.053956860E0
7.283992605E0,-1.123428345E-3,1.146320343E0,-2.875707150E-1,1.181841151E0
7.289023646E0,-4.169130325E-1,1.460040092E0,9.065461159E-2,1.521102168E0
7.294054688E0,-8.424704075E-1,1.702478409E0,6.018838882E-1,1.992599642E0
7.299085730E0,-1.250116348E0,1.949396133E0,1.208761930E0,2.612286656E0
7.304088074E0,-1.444714308E0,2.137602806E0,1.812204599E0,3.152876575E0
7.309117657E0,-1.508892536E0,2.271384239E0,2.297568560E0,3.565776821E0
7.314138126E0,-1.356999636E0,2.297543526E0,2.556127548E0,3.695124126E0
7.319166824E0,-1.094350576E0,2.206653595E0,2.683781862E0,3.642747364E0
7.324195521E0,-8.019561768E-1,2.056397438E0,2.637571812E0,3.439286146E0
7.329224219E0,-5.652585030E-1,1.914288521E0,2.589316130E0,3.269338731E0
7.334255001E0,-4.122061729E-1,1.733076096E0,2.500029564E0,3.069790628E0
7.339283803E0,-2.468807697E-1,1.570655823E0,2.459770918E0,2.928887638E0
7.344312605E0,-9.797215462E-2,1.408614159E0,2.237434864E0,2.645733766E0
7.349363646E0,7.284379005E-2,1.195249557E0,1.955910683E0,2.293363103E0
7.354393959E0,2.373793125E-1,1.017227173E0,1.614853382E0,1.923239846E0
7.359410261E0,2.910063267E-1,8.609981537E-1,1.352048874E0,1.629122052E0
7.364439167E0,2.866907120E-1,7.655830383E-1,1.214151859E0,1.463719130E0
7.369468074E0,2.821469307E-1,6.785011292E-1,1.234608650E0,1.436742563E0
7.374496042E0,3.873803616E-1,5.806074142E-1,1.432687283E0,1.593662876E0
7.379524896E0,5.112426281E-1,5.100708008E-1,1.650750160E0,1.801809462E0
7.384553751E0,6.248366833E-1,4.521260262E-1,1.875265121E0,2.027673075E0
7.389582605E0,6.901247501E-1,4.302411079E-1,2.035581112E0,2.192024189E0
7.394608594E0,5.061054230E-1,4.724063873E-1,2.357668400E0,2.457216062E0
7.399637292E0,3.547639847E-1,5.683102608E-1,2.760888100E0,2.841009880E0
7.404669219E0,2.690272331E-1,7.121987343E-1,3.241502285E0,3.329705656E0
7.409698230E0,1.096813679E-1,8.979549408E-1,3.758008957E0,3.865356956E0
7.414728959E0,7.713294029E-2,1.009600639E0,4.177719593E0,4.298672346E0
7.419758126E0,6.586384773E-2,1.151352882E0,4.406394005E0,4.554806212E0
7.424785417E0,1.333303452E-1,1.193238735E0,4.387813568E0,4.549121186E0
7.429814428E0,2.801911831E-1,1.125590324E0,4.146592140E0,4.305773688E0
7.434846094E0,4.353823662E-1,1.020661354E0,3.754297256E0,3.914850609E0
7.439875365E0,4.802070856E-1,8.361377716E-1,3.454244614E0,3.586297683E0
7.444906042E0,5.156835318E-1,6.587381363E-1,3.245593071E0,3.351677165E0
7.449935417E0,4.988280535E-1,4.791321754E-1,3.127756596E0,3.203319901E0
7.454964219E0,5.300453901E-1,3.645176888E-1,2.904046535E0,2.974442392E0
7.459993542E0,5.761939287E-1,3.390035629E-1,2.579054832E0,2.664291029E0
7.465022865E0,6.664710045E-1,3.597068787E-1,2.276987553E0,2.399634337E0
7.470065261E0,7.583317757E-1,4.651079178E-1,2.054937363E0,2.239232016E0
7.475095469E0,7.663104534E-1,5.501966476E-1,1.902956009E0,2.123956128E0
7.480125678E0,7.765611410E-1,6.583151817E-1,1.696146488E0,1.978216114E0
7.485140626E0,7.318475246E-1,6.749982834E-1,1.429325581E0,1.741894112E0
7.490169792E0,7.845220566E-1,6.917595863E-1,1.044202805E0,1.477959972E0
7.495201563E0,7.620739937E-1,5.658011436E-1,6.643247604E-1,1.158540070E0
7.500230990E0,6.068145037E-1,5.181293488E-1,2.933030128E-1,8.501226507E-1
7.505260417E0,4.181832075E-1,5.061893463E-1,8.312606812E-2,6.618268600E-1
7.510295886E0,2.956414223E-1,5.730261803E-1,3.808307648E-2,6.459204088E-1
7.515325678E0,3.198968172E-1,6.512851715E-1,1.200065613E-1,7.354644268E-1
7.520355469E0,3.186546564E-1,7.835330963E-1,3.437333107E-1,9.130265560E-1
7.525375001E0,3.692771196E-1,9.068102837E-1,5.523848534E-1,1.124188377E0
7.530404115E0,3.861054182E-1,9.054365158E-1,7.806668282E-1,1.256317386E0
7.535433230E0,3.173104525E-1,9.030194283E-1,9.627900124E-1,1.357606209E0
7.540462344E0,2.351114750E-1,7.983760834E-1,1.099706650E0,1.379143391E0
7.545531771E0,2.875087261E-1,7.011060715E-1,1.378455162E0,1.573006556E0
7.550562917E0,2.838726044E-1,6.295022964E-1,1.584687233E0,1.728609390E0
7.555594063E0,2.668099403E-1,6.213812828E-1,1.733113766E0,1.860372427E0
7.560593230E0,2.459253073E-1,5.377678871E-1,1.776149750E0,1.871999330E0
7.565622240E0,3.354002237E-1,4.361581802E-1,1.699401379E0,1.786250910E0
7.570646876E0,4.204626679E-1,3.026027679E-1,1.540857315E0,1.625607134E0
7.575675469E0,4.531000257E-1,1.231613159E-1,1.367115974E0,1.445501446E0
7.580704063E0,4.812407494E-1,-1.276016235E-3,1.177752495E0,1.272279539E0
7.585731459E0,4.811276197E-1,-6.087779999E-2,9.772233963E-1,1.090942464E0
7.590759949E0,4.625090361E-1,-1.174368858E-1,6.741890907E-1,8.259763681E-1
7.595793490E0,4.637178779E-1,-9.410524368E-2,4.262351990E-1,6.368410414E-1
7.600822449E0,4.561624825E-1,-8.126401901E-2,1.513500214E-1,4.874370525E-1
7.605851407E0,4.014484882E-1,-2.091693878E-2,-2.679014206E-2,4.028847462E-1
7.610880001E0,3.710156083E-1,5.851078033E-2,-1.565551758E-1,4.069221253E-1
7.615908959E0,3.261151314E-1,1.047201157E-1,-2.623581886E-1,4.314501138E-1
7.620937917E0,3.283774555E-1,1.227955818E-1,-3.828535080E-1,5.191216782E-1
7.625974324E0,3.153338730E-1,1.130514145E-1,-5.518436432E-1,6.455598193E-1
7.631003751E0,2.870168388E-1,5.185222626E-2,-6.978044510E-1,7.563057391E-1
7.636033178E0,3.247465491E-1,-8.021831512E-3,-8.687109947E-1,9.274607611E-1
7.641062605E0,2.996657491E-1,-4.743766785E-2,-9.592895508E-1,1.006124414E0
7.646087188E0,3.364920318E-1,-1.190114021E-1,-1.041372299E0,1.100839165E0
7.651116355E0,3.922871351E-1,-1.893491745E-1,-1.148291588E0,1.228135122E0
7.656154219E0,3.861349225E-1,-2.441430092E-1,-1.232127666E0,1.314094583E0
7.661184271E0,4.335376918E-1,-2.644863129E-1,-1.292643070E0,1.388824700E0
7.666214324E0,3.624917269E-1,-2.984309196E-1,-1.372701645E0,1.450782917E0
7.671244376E0,3.219742775E-1,-3.175377846E-1,-1.342831612E0,1.416931338E0
7.676271459E0,2.645664513E-1,-3.222312927E-1,-1.212269783E0,1.281961950E0
7.681301355E0,1.760246307E-1,-2.649497986E-1,-1.172184467E0,1.214577907E0
7.686322865E0,1.279807091E-1,-2.082676888E-1,-1.136031151E0,1.162033247E0
7.691351876E0,1.580905467E-1,-1.762146950E-1,-1.146745682E0,1.170926940E0
7.696380886E0,1.320400834E-1,-2.165722847E-1,-1.156484127E0,1.183973680E0
7.701409896E0,1.215916798E-1,-2.479777336E-1,-1.184354305E0,1.216130179E0
7.706438907E0,1.024757624E-1,-3.087997437E-1,-1.196750164E0,1.240189308E0
7.711465105E0,4.107124731E-2,-3.367886543E-1,-1.165052414E0,1.213449864E0
7.716494011E0,-3.909257427E-2,-2.986116409E-1,-1.122666836E0,1.162358794E0
7.721533386E0,-6.155301630E-2,-2.327208519E-1,-1.155549526E0,1.180356927E0
7.726563334E0,-9.347860515E-2,-1.821055412E-1,-1.225440502E0,1.242419053E0
7.731596407E0,-3.943170235E-2,-9.887313843E-2,-1.370594501E0,1.374721806E0
7.736626667E0,4.805538058E-2,-6.404876709E-2,-1.615211487E0,1.617195013E0
7.741655105E0,1.548011601E-1,-1.872363091E-1,-1.954788685E0,1.969827311E0
7.746685157E0,2.906687558E-1,-2.574267387E-1,-2.265354633E0,2.298388232E0
7.751715209E0,4.320474267E-1,-3.557276726E-1,-2.480336189E0,2.542690459E0
7.756745261E0,6.122071147E-1,-5.246686935E-1,-2.332650661E0,2.468062782E0
7.761775313E0,5.718517303E-1,-5.865554810E-1,-3.325243711E0,3.424661658E0
7.766796251E0,6.904430389E-1,-7.223291397E-1,-3.836709023E0,3.964695083E0
7.771825938E0,5.444495678E-1,-6.827917099E-1,-4.360928059E0,4.447507547E0
7.776860782E0,2.885333002E-1,-5.161027908E-1,-4.414841652E0,4.454260923E0
7.781890990E0,-6.213673949E-2,-3.041682243E-1,-3.960299969E0,3.972449512E0
7.786914063E0,-3.356853724E-1,-1.448392868E-2,-3.388935804E0,3.405551400E0
7.791943542E0,-4.229355454E-1,1.892514229E-1,-2.819154501E0,2.856977892E0
7.796973021E0,-4.206168056E-1,3.973836899E-1,-2.398359299E0,2.467176447E0
7.802006719E0,-4.491813183E-1,5.234284401E-1,-2.087554455E0,2.198550611E0
7.807036459E0,-5.471330881E-1,6.436305046E-1,-1.814364433E0,2.001382807E0
7.812068959E0,-6.817514896E-1,7.770876884E-1,-1.511686802E0,1.831351238E0
7.817098959E0,-9.453148842E-1,9.478836060E-1,-1.174936295E0,1.781173449E0
7.822128959E0,-1.291332364E0,1.065214634E0,-8.711738586E-1,1.887105027E0
7.827158959E0,-1.544339895E0,1.110710144E0,-6.298651695E-1,2.003844522E0
7.832187813E0,-1.685946584E0,1.061202049E0,-2.891454697E-1,2.013000441E0
7.837217761E0,-1.884354591E0,9.841918945E-1,-1.031250954E-1,2.128393924E0
7.842247709E0,-1.944734573E0,9.563632011E-1,1.339373589E-1,2.171304297E0
7.847269480E0,-2.093059540E0,8.973016739E-1,1.960725784E-1,2.285714984E0
7.852298855E0,-2.263443947E0,7.273349762E-1,4.689755440E-1,2.423248384E0
7.857335990E0,-2.197787523E0,5.280790329E-1,9.570755959E-1,2.454614259E0
7.862366094E0,-2.077908993E0,5.082240105E-1,1.241659641E0,2.473401725E0
7.867396199E0,-1.625956059E0,4.841470718E-1,1.382612705E0,2.188549607E0
7.872422188E0,-9.411884546E-1,2.636923790E-1,1.290378094E0,1.618778862E0
7.877452032E0,-5.584581494E-1,1.241674423E-1,1.123508930E0,1.260779669E0
7.882484584E0,-3.512564898E-1,-3.982973099E-2,1.035185337E0,1.093881260E0
7.887514688E0,-2.785719633E-1,-2.667407990E-1,8.627614975E-1,9.450451810E-1
7.892544792E0,-1.324950457E-1,-5.041165352E-1,7.020277977E-1,8.743748892E-1
7.897566042E0,-1.363609433E-1,-6.898674965E-1,4.810881615E-1,8.520312721E-1
7.902595574E0,-2.414429188E-1,-8.094210625E-1,5.724878311E-1,1.020391815E0
7.907625105E0,-2.711365223E-1,-9.588012695E-1,7.418169975E-1,1.242218719E0
7.912659949E0,-1.452389956E-1,-1.119606018E0,7.221636772E-1,1.340198634E0
7.917689792E0,3.081148863E-1,-1.307013035E0,5.051898956E-1,1.434724603E0
7.922723438E0,8.557884693E-1,-1.497674465E0,2.460384369E-2,1.725111027E0
7.927753646E0,1.165773511E0,-1.691565990E0,-4.137778282E-1,2.095622931E0
7.932783855E0,1.073704243E0,-1.883430481E0,-3.950967789E-1,2.203690687E0
7.937814063E0,9.054467678E-1,-1.958498478E0,-1.065535545E-1,2.160301784E0
7.942853855E0,7.935639620E-1,-1.969882488E0,1.891498566E-1,2.132125336E0
7.947884532E0,7.605930567E-1,-1.850888729E0,5.690083504E-1,2.080399334E0
7.952915209E0,6.664240360E-1,-1.553919315E0,9.998235703E-1,1.964289542E0
7.957927657E0,5.859910250E-1,-1.351379395E0,1.543579578E0,2.133600165E0
7.962957136E0,2.208143473E-1,-1.151916981E0,1.678838730E0,2.047967575E0
7.967986615E0,-3.353019357E-1,-8.686189651E-1,1.673364162E0,1.914960552E0
7.973047553E0,-7.881541848E-1,-5.250201225E-1,1.493763447E0,1.768661184E0
7.978079167E0,-9.014139771E-1,-2.637276649E-1,1.029562950E0,1.393592232E0
7.983105365E0,-7.711220980E-1,3.547048569E-2,3.282442093E-1,8.388275784E-1
7.988136407E0,-5.491490364E-1,1.292834282E-1,-2.714638710E-1,6.260762751E-1
7.993167449E0,-5.163427591E-1,1.667909622E-1,-6.320300102E-1,8.330012028E-1
7.998195782E0,-4.708588719E-1,4.290103912E-2,-7.587671280E-1,8.940224443E-1
8.003226667E0,-1.921740770E-1,1.638832092E-1,-5.749788284E-1,6.280041682E-1
8.008257553E0,-2.101562023E-1,1.931500435E-1,-4.092741013E-2,2.883532930E-1
8.013288438E0,-5.413063765E-1,-1.962308884E-1,-7.091174126E-1,9.134367299E-1
8.018283594E0,-5.328176022E-1,-4.572234154E-1,-6.385607719E-1,9.490562197E-1
8.023312657E0,-4.290172458E-1,-5.905532837E-1,-6.901373863E-1,1.004538994E0
8.028341719E0,-3.784840703E-1,-6.105914116E-1,-8.254914284E-1,1.094307161E0
8.033403490E0,-2.761729956E-1,-5.317931175E-1,-9.200644493E-1,1.097995462E0
8.038434792E0,-3.185420632E-1,-5.014595985E-1,-1.453601837E0,1.570314961E0
8.043471824E0,-3.811324239E-1,-7.147798538E-1,-1.307660580E0,1.538228967E0
8.048503699E0,-6.128519773E-1,-7.834749222E-1,-1.186891556E0,1.548590348E0
8.053535574E0,-8.139452338E-1,-7.553725243E-1,-7.613248825E-1,1.346369218E0
8.058567449E0,-3.601688743E-1,-9.461774826E-1,5.428400040E-1,1.148759643E0
8.063581407E0,1.378206611E-1,-1.040447235E0,6.070542336E-1,1.212451989E0
8.068612396E0,1.101718426E0,-1.062849998E0,1.462965012E-1,1.537802417E0
8.073643386E0,1.738809109E0,-1.113167763E0,-8.833737373E-1,2.245651074E0
8.078674376E0,1.610826254E0,-1.266722679E0,-1.077462196E0,2.315226199E0
8.083663386E0,1.868600845E0,-1.633668900E0,-1.039584637E0,2.690962543E0
8.088692240E0,2.292927504E0,-1.870097160E0,-1.376484871E0,3.263355715E0
8.093725730E0,1.884585857E0,-1.770088196E0,-1.782490492E0,3.140405774E0
8.098755053E0,1.021134377E0,-1.763685226E0,-1.880910158E0,2.773287583E0
8.103793594E0,4.680389762E-1,-2.203798294E0,-2.117695093E0,3.091992871E0
